Accession,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Collection_Date
KX547501,West Nile virus,10787,complete,"USA: Queens Co., NY",USA,NY,Corvus brachyrhynchos,2004-09-10
KX547502,West Nile virus,10787,complete,"USA: Suffolk Co., NY",USA,NY,Culex,2006-09-13
KX547503,West Nile virus,10787,complete,"USA: Erie Co., NY",USA,NY,Culex,2002-08-14
KX547504,West Nile virus,10787,complete,"USA: Rockland Co., NY",USA,NY,Culex,2008-09-19
KX547505,West Nile virus,10787,complete,"USA: Warren Co., NY",USA,NY,Culex,2002-09-26
KX547506,West Nile virus,10787,complete,"USA: Lewis Co., NY",USA,NY,Corvus brachyrhynchos,2002-08-21
KX547507,West Nile virus,10787,complete,"USA: Onondaga Co., NY",USA,NY,Coquillettidia,2011-08-11
KX547508,West Nile virus,10787,complete,"USA: Lewis Co., NY",USA,NY,Corvus brachyrhynchos,2005-09-05
KX547509,West Nile virus,10787,complete,"USA: Westchester Co., NY",USA,NY,Culex,2002-08-13
KX547510,West Nile virus,10787,complete,"USA: Nassau Co., NY",USA,NY,Culex,2007-09-14
KX547511,West Nile virus,10787,complete,"USA: Erie Co., NY",USA,NY,Accipiter gentilis,2006-08-21
KX547512,West Nile virus,10787,complete,"USA: Chautauqua Co., NY",USA,NY,Corvus brachyrhynchos,2005-08-22
KX547513,West Nile virus,10787,complete,"USA: Suffolk Co., NY",USA,NY,Culex,2005-09-14
KX547514,West Nile virus,10787,complete,"USA: Oswego Co., NY",USA,NY,Culiseta,2013-09-12
KX547515,West Nile virus,10787,complete,"USA: Schenectady Co., NY",USA,NY,Corvus brachyrhynchos,2009-09-02
KX547516,West Nile virus,10787,complete,"USA: Tompkins Co., NY",USA,NY,Corvus brachyrhynchos,2007-08-22
KX547517,West Nile virus,10784,complete,"USA: Ulster Co., NY",USA,NY,Corvus brachyrhynchos,2009-09-04
KX547518,West Nile virus,10784,complete,"USA: Columbia Co., NY",USA,NY,Corvus brachyrhynchos,2009-08-31
KX547519,West Nile virus,10787,complete,"USA: Westchester Co., NY",USA,NY,Culex,2000-09-01
KX547520,West Nile virus,10787,complete,"USA: Westchester Co., NY",USA,NY,Culex,2012-09-11
KX547521,West Nile virus,10787,complete,"USA: Schuyler Co., NY",USA,NY,Corvus brachyrhynchos,2005-08-18
KX547522,West Nile virus,10787,complete,"USA: Nassau Co., NY",USA,NY,Corvus ossifragus,2009-08-10
KX547523,West Nile virus,10787,complete,"USA: Albany Co., NY",USA,NY,Corvus brachyrhynchos,2005-07-16
KX547524,West Nile virus,10787,complete,"USA: Westchester Co., NY",USA,NY,Culex,2013-08-21
KX547525,West Nile virus,10787,complete,"USA: Montgomery Co., NY",USA,NY,Corvus brachyrhynchos,2002-09-02
KX547526,West Nile virus,10787,complete,"USA: Nassau Co., NY",USA,NY,Culex,2003-09-05
KX547527,West Nile virus,10787,complete,"USA: Schenectady Co., NY",USA,NY,Equus caballus,2002-10-03
KX547528,West Nile virus,10787,complete,"USA: Queens Co., NY",USA,NY,Cyanocitta cristata,2007-08-24
KX547529,West Nile virus,10787,complete,"USA: Onondaga Co., NY",USA,NY,Culex,2011-08-24
KX547530,West Nile virus,10787,complete,"USA: Dutchess Co., NY",USA,NY,Passer domesticus,2005-09-30
KX547531,West Nile virus,10787,complete,"USA: Erie Co., NY",USA,NY,Culex,2003-08-13
KX547532,West Nile virus,10787,complete,"USA: Suffolk Co., NY",USA,NY,Cyanocitta cristata,2005-08-01
KX547533,West Nile virus,10787,complete,"USA: Cattaraugus Co., NY",USA,NY,Corvus brachyrhynchos,2004-05-20
KX547535,West Nile virus,10787,complete,"USA: Schenectady Co., NY",USA,NY,Cyanocitta cristata,2007-09-06
KX547536,West Nile virus,10787,complete,"USA: Chautauqua Co., NY",USA,NY,Corvus brachyrhynchos,2004-06-01
KX547537,West Nile virus,10787,complete,"USA: Suffolk Co., NY",USA,NY,Culex,2011-09-27
KX547538,West Nile virus,10787,complete,"USA: Nassau Co., NY",USA,NY,Culex,2001-08-15
KX547539,West Nile virus,10787,complete,"USA: Tompkins Co., NY",USA,NY,Corvus brachyrhynchos,2007-08-22
KX547540,West Nile virus,10787,complete,"USA: Onondaga Co., NY",USA,NY,Culiseta,2012-09-27
KX547541,West Nile virus,10787,complete,"USA: Nassau Co., NY",USA,NY,Culex,2009-08-28
KX547542,West Nile virus,10787,complete,"USA: Erie Co., NY",USA,NY,Corvus brachyrhynchos,2004-06-07
KX547543,West Nile virus,10787,complete,"USA: Westchester Co., NY",USA,NY,Culex,2007-09-05
KX547544,West Nile virus,10787,complete,"USA: Onondaga Co., NY",USA,NY,Accipiter striatus,2009-08-26
KX547545,West Nile virus,10781,complete,"USA: Monroe Co., NY",USA,NY,Corvus brachyrhynchos,2007-09-28
KX547546,West Nile virus,10787,complete,"USA: Otsego Co., NY",USA,NY,Corvus brachyrhynchos,2006-09-19
KX547547,West Nile virus,10787,complete,"USA: Oswego Co., NY",USA,NY,Culiseta,2012-08-23
KX547548,West Nile virus,10786,complete,"USA: Oswego Co., NY",USA,NY,Culiseta,2014-09-02
KX547549,West Nile virus,10787,complete,"USA: Cortland Co., NY",USA,NY,Corvus brachyrhynchos,2003-10-02
KX547550,West Nile virus,10787,complete,"USA: Onondaga Co., NY",USA,NY,Culiseta,2003-09-04
KX547551,West Nile virus,10787,complete,"USA: Onondaga Co., NY",USA,NY,Culiseta,2013-10-03
KX547552,West Nile virus,10787,complete,"USA: Kings Co., NY",USA,NY,Cyanocitta cristata,2010-09-16
KX547553,West Nile virus,10787,complete,"USA: Jefferson Co., NY",USA,NY,Cyanocitta cristata,2006-09-16
KX547554,West Nile virus,10787,complete,"USA: Bronx Co., NY",USA,NY,Turdus migratorius,2002-09-12
KX547555,West Nile virus,10787,complete,"USA: Orange Co., NY",USA,NY,Culex,2012-07-17
KX547556,West Nile virus,10787,complete,"USA: Oswego Co., NY",USA,NY,Culiseta,2012-09-06
KX547557,West Nile virus,10787,complete,"USA: Suffolk Co., NY",USA,NY,Cyanocitta cristata,2009-09-22
KX547558,West Nile virus,10787,complete,"USA: Nassau Co., NY",USA,NY,Culex,2008-09-04
KX547559,West Nile virus,10786,complete,"USA: Nassau Co., NY",USA,NY,Culex,2012-09-11
KX547560,West Nile virus,10787,complete,"USA: Suffolk Co., NY",USA,NY,Spinus tristis,2005-09-17
KX547561,West Nile virus,10781,complete,"USA: Suffolk Co., NY",USA,NY,Corvus brachyrhynchos,2009-09-01
KX547562,West Nile virus,10787,complete,"USA: Erie Co., NY",USA,NY,Culex,2010-07-27
KX547563,West Nile virus,10787,complete,"USA: Westchester Co., NY",USA,NY,Culex,2006-08-09
KX547564,West Nile virus,10787,complete,"USA: Suffolk Co., NY",USA,NY,Corvus brachyrhynchos,2002-08-19
KX547565,West Nile virus,10787,complete,"USA: Onondaga Co., NY",USA,NY,Culiseta,2013-09-24
KX547566,West Nile virus,10787,complete,"USA: Onondaga Co., NY",USA,NY,Culex,2002-07-24
KX547567,West Nile virus,10787,complete,"USA: Cortland Co., NY",USA,NY,Corvus brachyrhynchos,2006-08-26
KX547568,West Nile virus,10787,complete,"USA: Albany Co., NY",USA,NY,Corvus brachyrhynchos,2010-08-20
KX547569,West Nile virus,10787,complete,"USA: Chautauqua Co., NY",USA,NY,Corvus brachyrhynchos,2006-08-09
KX547570,West Nile virus,10787,complete,"USA: Rockland Co., NY",USA,NY,Cyanocitta cristata,2005-09-02
KX547571,West Nile virus,10788,complete,"USA: Rockland Co., NY",USA,NY,Corvus brachyrhynchos,2005-09-13
KX547572,West Nile virus,10787,complete,"USA: Nassau Co., NY",USA,NY,Culex,2010-07-06
KX547573,West Nile virus,10787,complete,"USA: Niagara Co., NY",USA,NY,Culex,2003-08-04
KX547574,West Nile virus,10787,complete,"USA: Suffolk Co., NY",USA,NY,Culex,2012-07-10
KX547575,West Nile virus,10787,complete,"USA: Suffolk Co., NY",USA,NY,Culex,2012-06-20
KX547576,West Nile virus,10787,complete,"USA: Onondaga Co., NY",USA,NY,Culiseta,2011-10-07
KX547577,West Nile virus,10787,complete,"USA: Herkimer Co., NY",USA,NY,Corvus brachyrhynchos,2004-07-14
KX547578,West Nile virus,10787,complete,"USA: Queens Co., NY",USA,NY,Cyanocitta cristata,2005-10-18
KX547579,West Nile virus,10787,complete,"USA: Nassau Co., NY",USA,NY,Aedes sp.,2012-07-20
KX547580,West Nile virus,10787,complete,"USA: Niagara Co., NY",USA,NY,Corvus brachyrhynchos,2008-08-13
KX547581,West Nile virus,10787,complete,"USA: Putnam Co., NY",USA,NY,Culex,2003-07-29
KX547582,West Nile virus,10787,complete,"USA: Rockland Co., NY",USA,NY,Culex,2010-07-02
KX547583,West Nile virus,10787,complete,"USA: Suffolk Co., NY",USA,NY,Corvus brachyrhynchos,2004-06-04
KX547584,West Nile virus,10787,complete,"USA: Chemung Co., NY",USA,NY,Corvus brachyrhynchos,2002-09-06
KX547585,West Nile virus,10787,complete,"USA: Albany Co., NY",USA,NY,Corvus brachyrhynchos,2009-09-02
KX547586,West Nile virus,10787,complete,"USA: Dutchess Co., NY",USA,NY,Culex,2002-09-19
KX547587,West Nile virus,10787,complete,"USA: Suffolk Co., NY",USA,NY,Turdus migratorius,2006-08-03
KX547588,West Nile virus,10787,complete,"USA: Kings Co., NY",USA,NY,Turdus migratorius,2004-08-27
KX547589,West Nile virus,10787,complete,"USA: Queens Co., NY",USA,NY,Cyanocitta cristata,2007-08-24
KX547590,West Nile virus,10787,complete,"USA: Queens Co., NY",USA,NY,Haemorhous mexicanus,2004-09-09
KX547591,West Nile virus,10787,complete,"USA: Rockland Co., NY",USA,NY,Cyanocitta cristata,2004-09-02
KX547592,West Nile virus,10787,complete,"USA: Albany Co., NY",USA,NY,Culex,2003-08-22
KX547593,West Nile virus,10787,complete,"USA: Washington Co., NY",USA,NY,Cyanocitta cristata,2003-09-28
KX547594,West Nile virus,10787,complete,"USA: Westchester Co., NY",USA,NY,Aedes sp.,2013-07-31
KX547595,West Nile virus,10787,complete,"USA: Dutchess Co., NY",USA,NY,Corvus brachyrhynchos,2007-08-23
KX547596,West Nile virus,10787,complete,"USA: Suffolk Co., NY",USA,NY,Quiscalus quiscula,2005-08-11
KX547597,West Nile virus,10787,complete,"USA: Richmond Co., NY",USA,NY,Cyanocitta cristata,2004-09-14
KX547598,West Nile virus,10787,complete,"USA: Dutchess Co., NY",USA,NY,Corvus brachyrhynchos,2009-09-03
KX547599,West Nile virus,10787,complete,"USA: Westchester Co., NY",USA,NY,Culex,2005-09-29
KX547600,West Nile virus,10787,complete,"USA: Rensselaer Co., NY",USA,NY,Corvus brachyrhynchos,2010-09-13
KX547601,West Nile virus,10787,complete,"USA: Nassau Co., NY",USA,NY,Aedes sp.,2010-08-09
KX547602,West Nile virus,10787,complete,"USA: Westchester Co., NY",USA,NY,Culex,2000-09-01
KX547603,West Nile virus,10787,complete,"USA: Saratoga Co., NY",USA,NY,Corvus brachyrhynchos,2002-09-20
KX547604,West Nile virus,10787,complete,"USA: Erie Co., NY",USA,NY,Culex,2013-08-28
KX547605,West Nile virus,10787,complete,"USA: Lewis Co., NY",USA,NY,Corvus brachyrhynchos,2004-07-11
KX547606,West Nile virus,10788,complete,"USA: Rockland Co., NY",USA,NY,Culex,2008-08-01
KX547607,West Nile virus,10787,complete,"USA: Erie Co., NY",USA,NY,Culex,2006-08-28
KX547608,West Nile virus,10787,complete,"USA: Erie Co., NY",USA,NY,Culex,2009-08-25
KX547609,West Nile virus,10787,complete,"USA: Albany Co., NY",USA,NY,Sciurus carolinensis,2003-09-25
KX547610,West Nile virus,10787,complete,"USA: Monroe Co., NY",USA,NY,Culex,2004-08-10
KX547611,West Nile virus,10787,complete,"USA: Columbia Co., NY",USA,NY,Corvus brachyrhynchos,2009-08-27
KX547612,West Nile virus,10787,complete,"USA: Suffolk Co., NY",USA,NY,Culex,2012-08-21
KX547613,West Nile virus,10787,complete,"USA: Suffolk Co., NY",USA,NY,Culiseta,2003-08-27
KX547614,West Nile virus,10788,complete,"USA: Erie Co., NY",USA,NY,Culex,2005-07-06
KX547615,West Nile virus,10787,complete,"USA: Suffolk Co., NY",USA,NY,Corvus brachyrhynchos,2006-07-26
KX547616,West Nile virus,10787,complete,"USA: Kings Co., NY",USA,NY,Corvus brachyrhynchos,2007-09-20
KX547617,West Nile virus,10787,complete,"USA: Orange Co., NY",USA,NY,Culex,2003-08-26
KX547618,West Nile virus,10787,complete,"USA: Ulster Co., NY",USA,NY,Corvus brachyrhynchos,2003-09-25
KX547619,West Nile virus,10787,complete,"USA: Onondaga Co., NY",USA,NY,Culiseta,2002-08-15
KX547620,West Nile virus,10787,complete,"USA: Jefferson Co., NY",USA,NY,Corvus brachyrhynchos,2002-08-29
KX547621,West Nile virus,10787,complete,"USA: Nassau Co., NY",USA,NY,Cyanocitta cristata,2004-09-29
KU206781,West Nile virus,10983,complete,Bulgaria,Bulgaria,,Homo sapiens,2015-08-27
KU588135,West Nile virus,10485,complete,United Arab Emirates,United Arab Emirates,,Camelus dromedarius,2015
KP780837,West Nile virus,10963,complete,Austria,Austria,,Nestor notabilis,2008-08-29
KP780838,West Nile virus,10963,complete,Austria,Austria,,Nestor notabilis,2009-09-16
KP780839,West Nile virus,10963,complete,Austria,Austria,,Nestor notabilis,2011-03-14
KP780840,West Nile virus,10963,complete,Austria,Austria,,Nestor notabilis,2014-08-21
KT359349,West Nile virus,10966,complete,Hungary,Hungary,,Homo sapiens,2014
KT934796,West Nile virus,10302,complete,Australia: Victoria,Australia,,Equus caballus,1984
KT934797,West Nile virus,10302,complete,Australia: New South Wales,Australia,,Homo sapiens,1991
KT934798,West Nile virus,10302,complete,"Australia: Gulf of Carpentaria, Queensland",Australia,,Culex annulirostris,2000
KT934799,West Nile virus,10302,complete,"Australia: Gulf of Carpentaria, Queensland",Australia,,Culex annulirostris,2000
KT934800,West Nile virus,10302,complete,"Australia: Pilbara Region, Western Australia",Australia,,Culex annulirostris,2009
KT934801,West Nile virus,10302,complete,"Australia: Kimberley Region, Western Australia",Australia,,Culex annulirostris,2011
KT934802,West Nile virus,10302,complete,"Australia: Kimberley Region, Western Australia",Australia,,Culex annulirostris,2009
KT934803,West Nile virus,10302,complete,"Australia: Hallett, South Australia",Australia,,Equus caballus,2011
KT934804,West Nile virus,10302,complete,Australia: New South Wales,Australia,,Culex annulirostris,2012
KR868734,West Nile virus,11029,complete,"USA: Fort Collins, CO",USA,CO,Culex tarsalis,2012-08-22
KT163243,West Nile virus,11029,complete,India,India,,,2015-01-01
KT207791,West Nile virus,10983,complete,Italy,Italy,,Culicidae,2014-07-15
KT207792,West Nile virus,10995,complete,Italy,Italy,,Culicidae,2014-08-18
KP789953,West Nile virus,10994,complete,Italy,Italy,,Homo sapiens,2014
KP789954,West Nile virus,11000,complete,Italy,Italy,,Homo sapiens,2014
KP789955,West Nile virus,10995,complete,Italy,Italy,,Homo sapiens,2014
KP789956,West Nile virus,10938,complete,Italy,Italy,,Homo sapiens,2014
KP789957,West Nile virus,10999,complete,Italy,Italy,,Homo sapiens,2014
KP789958,West Nile virus,11000,complete,Italy,Italy,,Homo sapiens,2014
KP789959,West Nile virus,10947,complete,Italy,Italy,,Homo sapiens,2014
KP789960,West Nile virus,10949,complete,Italy,Italy,,Homo sapiens,2013
KJ883343,West Nile virus,11002,complete,Greece,Greece,,Homo sapiens,2013
KJ883344,West Nile virus,11003,complete,Greece,Greece,,Homo sapiens,2013
KJ883345,West Nile virus,11008,complete,Greece,Greece,,Homo sapiens,2013
KJ883346,West Nile virus,11000,complete,Greece,Greece,,Homo sapiens,2013
KJ883348,West Nile virus,11002,complete,Greece,Greece,,Homo sapiens,2013
KJ883349,West Nile virus,10967,complete,Greece,Greece,,Homo sapiens,2013
KP109691,West Nile virus,10988,complete,Austria,Austria,,Homo sapiens,2014
KP109692,West Nile virus,10988,complete,Austria,Austria,,Culex pipiens,2014
KJ786934,West Nile virus,11026,complete,USA: New York,USA,NY,Homo sapiens,2001
KJ958922,West Nile virus,11026,complete,Turkey,Turkey,,Equus caballus,2011
KJ786935,West Nile virus,11028,complete,"USA: Houston, Harris Co., TX",USA,TX,Mimus polyglottos,2012-08-22
KJ786936,West Nile virus,10981,complete,"USA: Kathy, Harris Co., TX",USA,TX,Cyanocitta cristata,2012-08-17
KM659876,West Nile virus,11028,complete,Austria,Austria,,Homo sapiens,2014
KM083619,West Nile virus,11029,complete,USA,USA,,Phoenicopterus roseus,1999
JX442279,West Nile virus,11029,complete,China,China,,Culex pipiens pipiens,2011
KM203860,West Nile virus,11018,complete,"Czech Republic: South Moravia, Novy fishpond at Mikulov",Czech Republic,,Culex modestus,2013-08-08
KM203861,West Nile virus,11018,complete,"Czech Republic: South Moravia, Nesyt fishpond at Mikulov",Czech Republic,,Culex modestus,2013-08-08
KM203862,West Nile virus,11018,complete,"Czech Republic: South Moravia, Mlynsky fishpond at Lednice",Czech Republic,,Culex modestus,2013-08-08
KM203863,West Nile virus,11018,complete,"Czech Republic: South Moravia, Mlynsky fishpond at Lednice",Czech Republic,,Culex modestus,2013-08-08
KJ501096,West Nile virus,11028,complete,USA,USA,,Culex tarsalis,2011
KJ501098,West Nile virus,11025,complete,USA,USA,,Culex pipiens,2011
KJ501099,West Nile virus,11028,complete,USA,USA,,Culex tarsalis,2009
KJ501100,West Nile virus,11028,complete,USA,USA,,Culex tarsalis,2009
KJ501101,West Nile virus,11002,complete,USA,USA,,Culex pipiens,2009
KJ501102,West Nile virus,10960,complete,USA,USA,,Culex tarsalis,2009
KJ501103,West Nile virus,11030,complete,USA,USA,,Culex tarsalis,2003
KJ501104,West Nile virus,10987,complete,USA,USA,,Culex tarsalis,2003
KJ501105,West Nile virus,10891,complete,USA,USA,,Culex tarsalis,2003
KJ501106,West Nile virus,10994,complete,USA,USA,,Culex tarsalis,2008
KJ501107,West Nile virus,11033,complete,USA,USA,,Culex tarsalis,2003
KJ501108,West Nile virus,10946,complete,USA,USA,,Culex tarsalis,2007
KJ501109,West Nile virus,11031,complete,USA,USA,,Culex tarsalis,2008
KJ501110,West Nile virus,11033,complete,USA,USA,,Culex tarsalis,2009
KJ501111,West Nile virus,10966,complete,USA,USA,,Culex tarsalis,2009
KJ501112,West Nile virus,10467,complete,USA,USA,,Culex tarsalis,2007
KJ501113,West Nile virus,10912,complete,USA,USA,,Culex tarsalis,2008
KJ501114,West Nile virus,11033,complete,USA,USA,,Culex tarsalis,2007
KJ501115,West Nile virus,10988,complete,USA,USA,,Culex tarsalis,2005
KJ501116,West Nile virus,11005,complete,USA,USA,,Culex quinquefasciatus,2008
KJ501119,West Nile virus,11027,complete,USA,USA,,Culex tarsalis,2005
KJ501123,West Nile virus,11028,complete,USA,USA,,Culex tarsalis,2004
KJ501125,West Nile virus,11026,complete,USA,USA,,Culex tarsalis,2004
KJ501126,West Nile virus,10989,complete,USA,USA,,Culicidae,2007
KJ501127,West Nile virus,11014,complete,USA,USA,,Culicidae,2008
KJ501128,West Nile virus,10807,complete,USA,USA,,Culex quinquefasciatus,2004
KJ501129,West Nile virus,10898,complete,USA,USA,,Culex quinquefasciatus,2004
KJ501130,West Nile virus,11007,complete,USA,USA,,Culex quinquefasciatus,2008
KJ501131,West Nile virus,11028,complete,USA,USA,,Culex quinquefasciatus,2004
KJ501132,West Nile virus,10989,complete,USA,USA,,Culex quinquefasciatus,2007
KJ501133,West Nile virus,11033,complete,USA,USA,,Culex quinquefasciatus,2008
KJ501134,West Nile virus,11031,complete,USA,USA,,Culex quinquefasciatus,2010
KJ501135,West Nile virus,11029,complete,USA,USA,,Culex quinquefasciatus,2010
KJ501136,West Nile virus,10990,complete,USA,USA,,Culex quinquefasciatus,2010
KJ501137,West Nile virus,10984,complete,USA,USA,,Culex quinquefasciatus,2011
KJ501138,West Nile virus,11028,complete,USA,USA,,Culex quinquefasciatus,2011
KJ501139,West Nile virus,10894,complete,USA,USA,,Culex quinquefasciatus,2011
KJ501140,West Nile virus,11028,complete,USA,USA,,Culex quinquefasciatus,2011
KJ501141,West Nile virus,10951,complete,USA,USA,,Culex quinquefasciatus,2011
KJ501142,West Nile virus,11005,complete,USA,USA,,Culex stigmatosoma,2011
KJ501143,West Nile virus,11031,complete,USA,USA,,Culex quinquefasciatus,2011
KJ501144,West Nile virus,10894,complete,USA,USA,,Culex quinquefasciatus,2011
KJ501146,West Nile virus,10944,complete,USA,USA,,Culex quinquefasciatus,2011
KJ501147,West Nile virus,10865,complete,USA,USA,,Culex quinquefasciatus,2008
KJ501148,West Nile virus,11019,complete,USA,USA,,Culex stigmatosoma,2011
KJ501149,West Nile virus,11026,complete,USA,USA,,Culex quinquefasciatus,2011
KJ501150,West Nile virus,11033,complete,USA,USA,,Culex quinquefasciatus,2011
KJ501168,West Nile virus,11002,complete,USA,USA,,Culex quinquefasciatus,2007
KJ501170,West Nile virus,10457,complete,USA,USA,,Culex tarsalis,2011
KJ501186,West Nile virus,11005,complete,USA,USA,,Culex tarsalis,2005
KJ501195,West Nile virus,10977,complete,USA,USA,,Culex tarsalis,2007
KJ501206,West Nile virus,11012,complete,USA,USA,,Culex tarsalis,2008
KJ501211,West Nile virus,10834,complete,USA,USA,,Culex tarsalis,2012
KJ501214,West Nile virus,10891,complete,USA,USA,,Culex tarsalis,2012
KJ501217,West Nile virus,10957,complete,USA,USA,,Culex tarsalis,2012
KJ501218,West Nile virus,10557,complete,USA,USA,,Culex pipiens,2012
KJ501220,West Nile virus,11010,complete,USA,USA,,Culex tarsalis,2012
KJ501222,West Nile virus,11029,complete,USA,USA,,Culex,2012
KJ501224,West Nile virus,11033,complete,USA,USA,,Culex tarsalis,2012
KJ501225,West Nile virus,11014,complete,USA,USA,,Culex pipiens,2012
KJ501226,West Nile virus,11033,complete,USA,USA,,Culex tarsalis,2012
KJ501229,West Nile virus,11028,complete,USA,USA,,Culex tarsalis,2012
KJ501230,West Nile virus,11029,complete,USA,USA,,Culex tarsalis,2012
KJ501233,West Nile virus,10957,complete,USA,USA,,Cyanocitta cristata,2001
KJ501234,West Nile virus,11028,complete,USA,USA,,Cyanocitta cristata,2001
KJ501235,West Nile virus,10913,complete,USA,USA,,Cyanocitta cristata,2001
KJ501237,West Nile virus,11028,complete,USA,USA,,Pelecanus erythrorhynchos,2008
KJ501238,West Nile virus,11026,complete,USA,USA,,Larus delawarensis,2008
KJ501239,West Nile virus,10445,complete,USA,USA,,Phalacrocorax auritus,2008
KJ501240,West Nile virus,10979,complete,USA,USA,,Phalacrocorax auritus,2008
KJ501241,West Nile virus,10975,complete,USA,USA,,Pelecanus erythrorhynchos,2009
KJ501242,West Nile virus,10896,complete,USA,USA,,Pelecanus erythrorhynchos,2010
KJ501243,West Nile virus,10979,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501244,West Nile virus,11028,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501245,West Nile virus,10979,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501246,West Nile virus,10962,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501247,West Nile virus,10957,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501248,West Nile virus,10966,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501249,West Nile virus,10977,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501250,West Nile virus,10940,complete,USA,USA,,Pelecanus erythrorhynchos,2009
KJ501251,West Nile virus,11029,complete,USA,USA,,Corvus brachyrhynchos,2009
KJ501253,West Nile virus,10979,complete,USA,USA,,Sternula antillarum,2008
KJ501254,West Nile virus,10979,complete,USA,USA,,Branta canadensis,2008
KJ501255,West Nile virus,10929,complete,USA,USA,,Pelecanus erythrorhynchos,2008
KJ501256,West Nile virus,10979,complete,USA,USA,,Pelecanus erythrorhynchos,2009
KJ501257,West Nile virus,11032,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501258,West Nile virus,10979,complete,USA,USA,,Sternula antillarum,2007
KJ501259,West Nile virus,10951,complete,USA,USA,,Sternula antillarum,2008
KJ501260,West Nile virus,10959,complete,USA,USA,,Pelecanus erythrorhynchos,2008
KJ501262,West Nile virus,10951,complete,USA,USA,,Anas platyrhynchos,2010
KJ501263,West Nile virus,11029,complete,USA,USA,,Cyanocitta cristata,2002
KJ501264,West Nile virus,10979,complete,USA,USA,,Cyanocitta cristata,2001
KJ501265,West Nile virus,11034,complete,USA,USA,,Cyanocitta cristata,2002
KJ501267,West Nile virus,10968,complete,USA,USA,,Pelecanus erythrorhynchos,2005
KJ501268,West Nile virus,10984,complete,USA,USA,,Falco,2001
KJ501269,West Nile virus,10989,complete,USA,USA,,Falco sparverius,2001
KJ501270,West Nile virus,10979,complete,USA,USA,,Cyanocitta cristata,2002
KJ501271,West Nile virus,10978,complete,USA,USA,,Bubo virginianus,2003
KJ501272,West Nile virus,10957,complete,USA,USA,,Cyanocitta cristata,2003
KJ501273,West Nile virus,10997,complete,USA,USA,,Cyanocitta cristata,2003
KJ501274,West Nile virus,10953,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501275,West Nile virus,10989,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501276,West Nile virus,10917,complete,USA,USA,,Bubo virginianus,2002
KJ501277,West Nile virus,10979,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501278,West Nile virus,10978,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501279,West Nile virus,11029,complete,USA,USA,,Cyanocitta cristata,2002
KJ501280,West Nile virus,10988,complete,USA,USA,,Corvus brachyrhynchos,2003
KJ501281,West Nile virus,10976,complete,USA,USA,,Cyanocitta cristata,2002
KJ501282,West Nile virus,10991,complete,USA,USA,,Bubo virginianus,2001
KJ501283,West Nile virus,10962,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501284,West Nile virus,10972,complete,USA,USA,,Cyanocitta cristata,2002
KJ501285,West Nile virus,11016,complete,USA,USA,,Pelecanus,2002
KJ501286,West Nile virus,10979,complete,USA,USA,,Accipiter gentilis,2002
KJ501287,West Nile virus,10979,complete,USA,USA,,Cyanocitta cristata,2002
KJ501288,West Nile virus,10962,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501289,West Nile virus,10979,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501290,West Nile virus,11019,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501291,West Nile virus,11029,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501292,West Nile virus,10986,complete,USA,USA,,Corvus brachyrhynchos,2001
KJ501293,West Nile virus,10979,complete,USA,USA,,Falco sparverius,2003
KJ501294,West Nile virus,10975,complete,USA,USA,,Corvus brachyrhynchos,2003
KJ501295,West Nile virus,10982,complete,USA,USA,,Cyanocitta cristata,2002
KJ501296,West Nile virus,11029,complete,USA,USA,,Pica pica,2002
KJ501297,West Nile virus,10979,complete,USA,USA,,Pelecanus erythrorhynchos,2003
KJ501298,West Nile virus,11029,complete,USA,USA,,Cyanocitta cristata,2002
KJ501299,West Nile virus,10989,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501300,West Nile virus,11029,complete,USA,USA,,Cyanocitta cristata,2002
KJ501301,West Nile virus,10984,complete,USA,USA,,Cyanocitta cristata,2002
KJ501302,West Nile virus,11029,complete,USA,USA,,Quiscalus quiscula,2002
KJ501303,West Nile virus,11003,complete,USA,USA,,Cyanocitta cristata,2002
KJ501304,West Nile virus,10997,complete,USA,USA,,Corvus brachyrhynchos,2002
KJ501305,West Nile virus,11021,complete,USA,USA,,Corvus brachyrhynchos,2003
KJ501306,West Nile virus,10992,complete,USA,USA,,Buteo jamaicensis,2002
KJ501308,West Nile virus,11026,complete,USA,USA,,Pelecanus erythrorhynchos,2010
